#رقم	الكلمة	غير مشكول	جذر	وزن	صنف	أصل	معرفة	جنس	مؤنثه	مذكره	عدد	الجمع	مفرده	تأنيث	تثنية	ج. مؤ.س.	ج, مذ, س,	منقوص	تنوين نصب	نسب	إض, لف,	ـو	نكرة	معرف	غ. عاقل	عاقل	تنون النصب للجمع	شرح
2995	تيقظ		يقظ		مصدر	تيقظ		مذكر			مفرد	+ات			DnN	Pf			Tn	R								"تيقظ-تيقظ [ي ق ظ] (مص. تيقظ). 1.""التيقظ من النوم"": الصحو منه. 2.""التيقظ للمعركة"" : التهيؤ لها."
2996	تيقن		يقن		مصدر	تيقن		مذكر			مفرد	+ات			DnN	Pf			Tn	R								"تيقن-تيقن [ي ق ن] (مص. تيقن). ""تيقن الخبر"" : تحققه، علمه."
2997	تيمم		يمم		مصدر	تيمم		مذكر			مفرد	+ات			DnN	Pf			Tn	R								"تيمم-تيمم [ي م م] (مص. تيمم). 1.""التيمم للصلاة"" : مسح اليدين والوجه على الحجر أو بالتراب لأداء الصلاة بدل الوضوء. 2.""تيمم أمر"" : طلبه، توخيه، تعمده، قصده."
2998	تيمن		يمن		مصدر	تيمن		مذكر			مفرد	+ات			DnN	Pf			Tn	R								"تيمن-تيمن [ي م ن] (مص. تيمن). 1.""تيمنه كبير"": تفاؤله. 2.""التيمن بالولي الصالح"" : التبرك به."
2999	مثابرة		ثبر		مصدر	ثابر		مؤنث			مفرد	+ات			DnN	Pf			Tn									"مثابرة-مثابرة [ث ب ر] (مص. ثابر). ""المثابرة على العمل"": المواظبة، المداومة. ""فمن من عليه خالقه بالعقل وأعان على نفسه بالمثابرة على الأدب والحرص عليه سعد حظه"" (ابن المقفع) l ""المثابرة خير من المهارة""."
3000	ثأر		ثأر		مصدر	ثأر		مذكر			مفرد	أثآر;ثارات			DnN				Tn	R								"(مص. ثأر). 1.""استقرت فكرة الثأر في نفسه"" : المطالبة بدم القتيل. 2.""أخذ بثأره"" : قتل القاتل."
3001	أثآر		ثأر		مصدر	ثأر		مؤنث			جمع		ثأر						Tn									
3002	ثارات		ثأر		مصدر	ثأر		مؤنث			جمع		ثأر						Tn									
3003	ثوران		ثور		مصدر	ثار		مذكر			مفرد	+ات			DnN	Pf			Tn	R								"ثوران-ثوران [ث و ر] (مص. ثار). 1.""وجده في ثوران"" : في غلي"
3004	ثقاف		ثقاف		مصدر	ثاقف		مذكر			مفرد	+ات;أثقفة;ثقف			DnN	Pf			Tn	Rp								"ج: أثقفة، ثقف. (مص. ثاقف). 1.""ثقاف الرماح"" : أداة من حديد أو خشب تقوم بها الرماح وتسوى. 2.""بينهما ثقاف"" : خصام."
3005	أثقفة		ثقاف		مصدر	ثاقف		مؤنث			جمع		ثقاف						Tn									
3006	ثقف		ثقاف		مصدر	ثاقف		مؤنث			جمع		ثقاف						Tn									
3007	ثبات		ثبت		مصدر	ثبت		مذكر			مفرد	+ات			DnN	Pf			Tn	R								"ثبات-ثبات [ث ب ت] (مص. ثبت). 1.""الثبات على الرأي"": الاستمرار فيه. ""لا ثبات لمن لا إيمان له"" ""وكانت جميع أعمالها مقرونة بالثبات والصبر والاعتناء"". (جبران خ.جبران). 2.""الثبات في المكان"" : الاستقرار فيه. ""كلنا نحترق أنت في ثباتك وأنا في طوافي"".(جمال الغيطاني)."
3008	ثبوت		ثبت		مصدر	ثبت		مذكر			مفرد	+ات			DnN	Pf			Tn	R								"ثبوت-ثبوت [ث ب ت] (مص. ثبت). ""الثبوت في المكان"": المكوث، الدوام. ""إنما الثبوت الدائم لدار القرار"". (الجاحظ)."
3009	ثبور		ثبر		مصدر	ثبر		مذكر			مفرد	+ات			DnN	Pf			Tn	R								"ثبور-ثبور [ث ب ر] (مص. ثبر). ""الثبور له إن هو أخلف وعده"" : الهلاك، الويل."
3010	ثخونة		ثخن		مصدر	ثخن		مؤنث			مفرد	+ات			DnN	Pf			Tn	R								"ثخونة-ثخونة [ث خ ن] (مص. ثخن). 1.""ثخونة ثوب"" : غلظه. 2.""ثخونة خشب"" : صلابته. ""باب خشبه أقل ثخونة"".(محمد برادة)."
3011	ثراء		ثرو		مصدر	ثرا;ثري		مذكر			مفرد	+ات			Dz	Pf			Tn	Rz								"ثراء-ثراء [ث ر و] (مص. ثرا، ثري). 1.""يعيش في ثراء عميم"" : في خير عميم، في غنى. 2.""حقق ثراء كثيرا"" : مالا كثيرا. ""كلما زاد المرء ثراء زاده المال استعبادا""."
3012	تثريب		ثرب		مصدر	ثرب		مذكر			مفرد	+ات			DnN	Pf			Tn	R								"تثريب-تثريب [ث ر ب] (مص. ثرب). 1.""تثريب الرجل"": لومه، تعييره. ""لا تثريب عليك"". 2.""وجده في تثريب"" : في تخليط وإفساد."
3013	ثرثرة		ثرثر		مصدر	ثرثر		مؤنث			مفرد	+ات			DnN	Pf			Tn	R								"ثرثرة-ثرثرة [ث ر ث ر] (مص. ثرثر). ""كل كلامه ثرثرة"": كثرة الكلام في مبالغة من دون جدوى."
3014	ثرى		ثري		مصدر	ثري		مذكر			مفرد	أثراء			Dy				Tn	Rw								"(مص. ثري). 1.""ثرى النبات"" : الندى. 2.""رجل من أهل الثرى"" : من أهل الخير. 3.""وارى جثمانه الثرى"" : التراب. 4.""طيب الله ثراه"" : ليجعل ترابه نديا راقدا في راحة وسلام. 5.""يبس بينهم الثرى"": انقطعت بينهما أواصر الصداقة. 6.""أين الثرى من الثريا"" (مثل) : يضرب للتمييز بين شيئين بينهما فرق كبير قيمة وقدرا.طه آية 6 له ما في السموات وما في الأرض وما بينهما وما تحت الثرى . (قرآن)."
3015	أثراء		ثري		مصدر	ثري		مؤنث			جمع		ثرى						Tn									
3016	ثقب		ثقب		مصدر	ثقب		مذكر			مفرد	أثقاب;ثقوب			DnN				Tn	R								"(مص. ثقب). 1.""ثقب في الجدار"" : الخرق النافذ فيه. 2.""ثقب الإبرة"" : عينها."
3017	أثقاب		ثقب		مصدر	ثقب		مؤنث			جمع		ثقب						Tn									
3018	ثقوب		ثقب		مصدر	ثقب		مؤنث			جمع		ثقب						Tn									
3019	ثقافة		ثقف		مصدر	ثقف;ثقف		مؤنث			مفرد	+ات			DnN	Pf			Tn	Rp								"(مص. ثقف، ثقف). 1.""حصل على ثقافة عالية"" : الإحاطة بالعلوم والمعارف والآداب والفنون. 2.""الثقافة العامة"" : مجمل العلوم والفنون والآداب في إطارها العام. 3.""الثقافة الوطنية"" : ما يميزها عن غيرها من معارف وعلوم وفنون وعادات وتقاليد، أي كل ما هو مرتبط بحضارتها. ""الثقافة العربية""."
3020	تثليث		ثلث		مصدر	ثلث		مذكر			مفرد	+ات			DnN	Pf			Tn	R								"تثليث-تثليث [ث ل ث] (مص. ثلث). 1.""تثليث الشيء"" : تصييره ذا ثلاثة أجزاء. 2.""سر التثليث عند المسيحيين"" : سر وجود الأقانيم الثلاثة (الأب والابن والروح القدس) في الذات الإلهية."
3021	ثلج		ثلج		مصدر	ثلج		مذكر			مفرد	ثلوج			DnN				Tn	R								"(مص. ثلج). 1.""غمر الثلج قمم الجبال"" : ما جمد من ماء في السماء فيسقط، أو ما يتجمد من ماء لشدة الب"
3022	ثلوج		ثلج		مصدر	ثلج		مؤنث			جمع		ثلج						Tn									
3023	ثلم		ثلم		مصدر	ثلم		مذكر			مفرد	أثلام			DnN				Tn	R								"(مص. ثلم). 1.""أحدث ثلما في الحائط"" : شقا، شرخا"
3024	أثلام		ثلم		مصدر	ثلم		مؤنث			جمع		ثلم						Tn									
3025	تثنية		ثني		مصدر	ثنى		مؤنث			مفرد	+ات			DnN	Pf			Tn									"تثنية-تثنية [ث ن ي] (مص. ثنى). 1.""اهتمت بتثنية ثوبها"": بطيه. 2.""خرج الولدان"" : تثنية الاسم، أي إلحاق علامة الم"
3026	مجيء		جيأ		مصدر	جاء		مذكر			مفرد	+ات			Dz	Pf			Tn	Rz								"مجيء-مجيء [ج ي أ] (مص. جاء). ""ينتظر مجيئه"" : وصوله."
3027	مجابهة		جبه		مصدر	جابه		مؤنث			مفرد	+ات			DnN	Pf			Tn									"مجابهة-مجابهة [ج ب هـ] (مص. جابه). ""لم يكن بد من"
3028	جائحة		جوح		مصدر	جاح		مؤنث			مفرد	+ات;جوائح			DnN	Pf			Tn	R								"(مص. جاح). 1.""أصابته جائحة"" : بلية، تهلكة، داهية. 2.""لم نعرف سنة جائحة مثل هذه السنة"" : أي قاحلة، سنة جفاف."
3029	جوائح		جوح		مصدر	جاح		مؤنث			جمع		جائحة														Non	
3030	جودة		جود		مصدر	جاد		مؤنث			مفرد	+ات			DnN	Pf			Tn	R								"جودة-جودة [ج و د] (مص. جاد). ""عرف بجودة صناعته"": بإتقانها وطبيعتها الجيدة."
3031	مجادلة		جدل		مصدر	جادل		مؤنث			مفرد	+ات			DnN	Pf			Tn									"(مص. جادل). 1.""دخل في مجادلة عنيفة"" : الأخذ والرد حول موضوع ما، المحادثة التي تهدف إلى "
3032	جور		جور		مصدر	جار		مذكر			مفرد								Tn	R								"جور-جور [ج و ر] (مص. جار). ""في حكمه جور"" : ظلم."
3033	جوار		جور		مصدر	جار;جاور		مذكر			مفرد	+ات			DnN	Pf			Tn	R								"جوار-جوار [ج و ر] (مص. جار، جاور). 1.""جلس بجواره"" : بقربه. ""جلس جواره"" ""جلس إلى جواره"". 2.""سكن جوار المسجد"" : مجاورا له. ""أقام في جواره"". 3.""أسألك حسن الجوار"" : أي أن تكون حسن السلوك مع جيرانك، أي من يسكن قرب منزلك. 4.""هو في جواري"" : في عهدي. 5.""انتقل إلى جوار ربه"" : توفي، أي التحق بالرفيق الأعلى، قريبا منه. 6.""اتفقت الدولتان على معاهدة حسن الجوار"" : معاهدة الصداقة وعدم التدخل في شؤون الغير."
3034	مجاراة		جري		مصدر	جارى		مؤنث			مفرد	+ات			DnN	Pf			Tn									"مجاراة-مجاراة [ج ر ي] (مص. جارى). ""مجاراة "
3035	مجاز		جوز		مصدر	جاز		مذكر			مفرد	+ات			DnN	Pf			Tn	R								"(مص. جاز). 1.""سار في مجازه"" : في طريقه، في مسلكه، في ممره. 2.""المجاز في البلاغة"" : الكلمة المستعملة في غير ما وضعت له أصلا، أي استخدامها في معنـى ثان يلابسه، وهو أنواع: ""المجاز المرسل""، المجاز بالاستعارة""، ""المجاز بالحذف""، ""المجاز العقلي""."
3036	جواز		جواز		مصدر	جاز		مذكر			مفرد	+ات;أجوزة			DnN	Pf			Tn	R								"ج: أجوزة، جوازات. (مص. جاز). 1.""جدد جواز سفره"" : وثيقة تعريف تسلمها الإدارة المسؤولة لمواطنيها تسمح لهم بمغادرة البلاد ودخول بلدان أجنبية. 2.""جواز مرور"" : إذن بالمرور من منطقة إلى منطقة أو من بلد إلى بلد."
3037	أجوزة		جواز		مصدر	جاز		مؤنث			جمع		جواز						Tn									
3038	مجازفة		جزف		مصدر	جازف		مؤنث			مفرد	+ات			DnN	Pf			Tn									"مجازفة-مجازفة [ج ز ف] (مص. جازف). ""مجازفة في غير محلها"" : مخا"
3039	مجازاة		جزي		مصدر	جازى		مؤنث			مفرد	+ات			DnN	Pf			Tn									"مجازاة-مجازاة [ج ز ي] (مص. جازى). 1.""مجازاة الخير"": مكافأة... 2.""مجازاة الشر بالشر"" : معاقبته..."
3040	جأش		جأش		مصدر	جأش		مذكر			مفرد	+ات			DnN	Pf			Tn	R								"جأش-جأش [ج أ ش] (مص. جأش). 1.""تحرك جأشه"" : القلب، النفس. 2.""على الرغم من الكوار"
3041	جيشان		جيش		مصدر	جاش		مذكر			مفرد	+ات			DnN	Pf			Tn	R								"جيشان-جيشان [ج ي ش] (مص. جاش). "" هو في عز جيشانه"" : في عز قوته وشبابه."
3042	مجاعة		جوع		مصدر	جاع		مؤنث			مفرد	+ات;مجائع			DnN	Pf			Tn	R								"(مص. جاع). ""عام المجاعة"" : عام الجدب والقحط والجوع. ""ما زالت شعوب في عالمنا المعاصر تعاني من المجاعة""."
3043	مجائع		جوع		مصدر	جاع		مؤنث			جمع		مجاعة														Non	
3044	جوف		جوف		مصدر	جاف		مذكر			مفرد	أجواف			DnN				Tn	R								"(مص. جاف). 1.""أفرغ ما في جوفه"" : ما في بطنه. ""الجمل من جوفه يجتر"".(مثل). 2.""توغل في جوف الكهف"" : في داخله، في غوره. 3.""في جوف الليل شعر ببرد قارس"" : في وسطه. 4.""انتشر الرعاة في جوف السهل"" : السهل المتسع من الأرض."
3045	أجواف		جوف		مصدر	جاف		مؤنث			جمع		جوف						Tn									
3046	مجافاة		جفو		مصدر	جافى		مؤنث			مفرد	+ات			DnN	Pf			Tn									"مجافاة-مجافاة [ج ف و] (مص. جافى). ""أظهر في تعامله مجافاة"" : تعامل فيه جفاء وعداء."
3047	جولان		جول		مصدر	جال		مذكر			مفرد	+ات			DnN	Pf			Tn	Rp								"جولان-جولان [ج و ل] (مص. جال). ""لم يتعب من الجولان"" : من الطواف."
3048	جول		جول		مصدر	جال		مذكر			مفرد	جول;أجوال			DnN				Tn	R								"(مص. جال). 1.""جول الريح"" : ما تجول به الريح على وجه الأرض من تراب وغيره. 2.""جول من الماشية"" : القطيع ذو العدد من الماشية ونحوها. 3.""جول من الجنود"" : الكتيبة الضخمة."
3049	جول		جول		مصدر	جال		مؤنث			جمع		جول						Tn									
3050	أجوال		جول		مصدر	جال		مؤنث			جمع		جول						Tn									
3051	مجالسة		جلس		مصدر	جالس		مؤنث			مفرد	+ات			DnN	Pf			Tn									"مجالسة-مجالسة [ج ل س] (مص. جالس). ""مجالسة الأصحاب"" : الجلوس معهم والتحدث إليهم. "
3052	مجامعة		جمع		مصدر	جامع		مؤنث			مفرد	+ات			DnN	Pf			Tn									"مجامعة-مجامعة [ج م ع] (مص. جامع). 1.""قرروا المجامعة لحل مشاكلهم"" : أي الاجتماع والموافقة على حلها. 2.""مجامعة الزوج لزوجته"" : مضاجعتها."
3053	جماع		جمع		مصدر	جامع		مذكر			مفرد	+ات			DnN	Pf			Tn	R								"جماع-جماع [ج م ع] (مص. جامع). 1.""جماع الشيء"" : مجتمع أصله. 2.""جماع الشيء"" : ما جمع عددا. ""الخمر جماع الإثم"". 3.""هذا الباب جماع هذه الأبواب"" : الجام"
3054	مجاملة		جمل		مصدر	جامل		مؤنث			مفرد	+ات			DnN	Pf			Tn									"(مص. جامل). 1.""سايره في كلامه مجاملة"" : تأدبا له لا عن اقتناع أو تسليم. ""يكره المجاملات"" ""قال لها على سبيل المجاملة : هذا شرف عظيم لنا"" ""لم يكن يعرف رياء ولا مجاملة"". 2.""قام بزيارة مجاملة"" : بزيارة أدب وتحية."
3055	مجانبة		مجن		مصدر	جانب		مؤنث			مفرد	+ات			DnN	Pf			Tn									"مجانبة-مجانبة [م ج ن] (مص. جانب). ""مجانبة الصواب"": البعد عن الصواب. ""مجانبة الحقيقة""."
3056	مجانسة		جنس		مصدر	جانس		مؤنث			مفرد	+ات			DnN	Pf			Tn									"مجانسة-مجانسة [ج ن س] (مص. جانس). ""مجانسة الصنائع"" : مماثلتها."
3057	جهاد		جهد		مصدر	جاهد		مذكر			مفرد	+ات			DnN	Pf			Tn	R								"جهاد-جهاد [ج هـ د] (مص. جاهد). 1. ""خرج الجنود للجهاد"": للقتال في سبيل الله. 2.""جهادنا الأكبر هو البناء والقضاء على الجهل والتخلف"" : كدنا، نضالنا، معركتنا. ""خرجنا من الجهاد الأصغر إلى الجهاد الأكبر"" ""ولا يحصلون لقاء أتعابهم وجهادهم إلا على جزء من الغلة""."
3058	مجاهدة		جهد		مصدر	جاهد		مؤنث			مفرد	+ات			DnN	Pf			Tn									"مجاهدة-مجاهدة [ج هـ د] (مص. جاهد). ""مجاهدة النفس"" : التغلب على شهواتها."
